km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,age
40000,Petrol,Individual,Manual,First Owner,16,796,37,4,13
120000,Diesel,Individual,Manual,Second Owner,23,1248,74,5,9
110000,Diesel,Individual,Manual,Second Owner,20,1498,88,5,7
170000,Diesel,Individual,Manual,Second Owner,21,1461,64,5,11
80000,Petrol,Individual,Manual,Second Owner,16,796,37,4,18
47000,Diesel,Individual,Manual,First Owner,25,1248,74,5,6
93000,Petrol,Individual,Manual,First Owner,19,1197,81,5,7
70000,Petrol,Individual,Manual,Second Owner,16,796,37,4,12
50000,Petrol,Individual,Manual,First Owner,23,998,67,5,8
70000,Diesel,Individual,Manual,First Owner,20,1399,68,5,7
80000,Diesel,Individual,Manual,First Owner,13,2179,138,7,10
44000,Petrol,Individual,Manual,First Owner,18,1196,86,5,6
25000,Petrol,Individual,Manual,First Owner,23,998,67,5,8
25000,Petrol,Individual,Manual,First Owner,15,1591,121,5,6
10000,Petrol,Individual,Manual,First Owner,21,1197,81,5,3
50000,Diesel,Individual,Manual,First Owner,17,2179,153,7,4
30000,Diesel,Individual,Manual,First Owner,23,1498,98,5,4
50000,Diesel,Individual,Manual,Second Owner,21,1396,88,5,7
120000,Diesel,Individual,Manual,First Owner,22,1396,88,5,10
40000,Diesel,Individual,Automatic,First Owner,23,1498,78,5,3
80000,Diesel,Individual,Manual,First Owner,15,2523,62,7,7
90000,Diesel,Individual,Manual,First Owner,20,1461,83,5,7
50000,Petrol,Individual,Manual,Second Owner,20,1197,83,5,7
2136,Petrol,Individual,Manual,First Owner,22,999,67,5,2
250000,Diesel,Individual,Manual,First Owner,12,2494,100,7,10
35000,Petrol,Individual,Manual,First Owner,18,1197,81,5,7
120000,Diesel,Individual,Manual,First Owner,12,2494,100,7,7
70000,Diesel,Individual,Manual,First Owner,27,1248,74,5,5
18000,Diesel,Dealer,Manual,First Owner,19,1461,108,5,4
110000,Diesel,Individual,Manual,Second Owner,18,1248,73,7,6
60000,Diesel,Individual,Manual,First Owner,23,1248,88,5,5
60000,Diesel,Individual,Automatic,First Owner,12,2982,168,7,7
147000,Diesel,Individual,Manual,Second Owner,26,1248,74,5,6
130000,Diesel,Individual,Automatic,First Owner,12,2982,168,7,7
99500,Diesel,Individual,Manual,Third Owner,11,1991,147,7,11
110000,Diesel,Individual,Manual,Second Owner,17,1405,71,5,11
35000,Petrol,Individual,Manual,First Owner,19,1198,67,5,6
110000,Diesel,Individual,Manual,Second Owner,16,1493,110,5,12
100000,Diesel,Individual,Manual,First Owner,25,1198,77,6,6
21000,Petrol,Individual,Manual,First Owner,16,1373,93,7,8
60000,Diesel,Individual,Manual,Second Owner,23,1498,90,5,9
40000,Diesel,Individual,Manual,First Owner,16,1405,70,5,12
50000,Petrol,Individual,Manual,First Owner,19,1086,68,5,14
65000,Petrol,Individual,Manual,Second Owner,19,998,66,5,12
80000,Petrol,Individual,Manual,First Owner,18,998,67,5,11
119000,Diesel,Individual,Manual,First Owner,23,1582,126,5,7
80000,Diesel,Individual,Manual,First Owner,24,1248,88,7,6
90000,Diesel,Individual,Manual,First Owner,25,1248,74,5,5
20000,Petrol,Individual,Manual,First Owner,17,1591,121,5,6
80000,Diesel,Individual,Manual,Second Owner,25,1248,74,5,8
44665,Diesel,Individual,Manual,First Owner,25,1198,77,6,2
10000,Diesel,Individual,Manual,First Owner,20,1493,113,5,3
60000,Petrol,Individual,Manual,First Owner,20,1197,81,5,4
22000,Petrol,Individual,Manual,First Owner,18,1198,86,5,6
25000,Petrol,Individual,Manual,First Owner,22,796,47,5,8
70000,Diesel,Individual,Manual,First Owner,27,793,47,5,6
123000,Petrol,Individual,Manual,Third Owner,17,1298,85,5,14
70000,Diesel,Individual,Manual,Second Owner,20,1598,103,5,11
70000,Petrol,Individual,Manual,Second Owner,18,1199,79,5,9
45000,Diesel,Individual,Manual,First Owner,23,1364,67,5,9
40000,Petrol,Individual,Automatic,First Owner,18,1197,82,5,7
30000,Diesel,Individual,Manual,First Owner,28,1248,74,5,3
90000,Petrol,Individual,Automatic,First Owner,12,1799,130,5,15
34000,Petrol,Individual,Manual,Second Owner,17,1373,91,7,6
25000,Petrol,Individual,Manual,First Owner,24,796,47,5,5
50000,Petrol,Individual,Manual,First Owner,22,796,47,5,6
50000,Diesel,Individual,Manual,First Owner,25,936,57,5,9
90000,Petrol,Individual,Manual,First Owner,23,1199,84,5,5
70000,Diesel,Individual,Manual,Second Owner,25,936,57,5,10
146000,Diesel,Individual,Manual,Second Owner,13,2179,138,7,13
85000,Petrol,Individual,Manual,Second Owner,15,1196,70,5,10
201850,Diesel,Individual,Manual,Second Owner,17,1396,52,5,13
30000,Diesel,Individual,Manual,First Owner,26,1248,74,5,6
15000,Diesel,Individual,Manual,First Owner,28,1248,74,5,4
25000,Petrol,Individual,Manual,First Owner,22,799,53,5,5
90000,Petrol,Individual,Manual,First Owner,20,998,67,5,11
80000,Diesel,Individual,Manual,Second Owner,19,1248,73,5,14
50000,Diesel,Individual,Manual,First Owner,17,1396,53,5,11
80000,Diesel,Individual,Manual,Second Owner,13,2523,63,8,10
38000,Petrol,Individual,Manual,First Owner,18,1197,81,5,6
60000,Petrol,Individual,Manual,First Owner,21,814,55,5,9
100000,Petrol,Individual,Manual,Third Owner,15,1196,73,7,6
30000,Petrol,Individual,Manual,First Owner,17,1197,85,5,10
30000,Petrol,Individual,Manual,First Owner,19,1197,85,5,8
50000,Petrol,Individual,Manual,First Owner,18,1199,76,5,7
42000,Petrol,Individual,Manual,First Owner,23,1199,84,5,5
30000,Petrol,Individual,Manual,First Owner,18,1199,82,5,6
60000,Petrol,Individual,Manual,Third Owner,19,796,46,5,13
14000,Diesel,Individual,Manual,First Owner,17,1956,170,5,4
22000,Petrol,Individual,Manual,First Owner,17,1497,117,5,7
90000,Diesel,Individual,Manual,First Owner,20,1598,103,5,10
46000,Petrol,Individual,Manual,First Owner,20,998,67,5,11
20000,Petrol,Individual,Manual,First Owner,18,1197,81,5,4
15000,Diesel,Individual,Manual,First Owner,15,1405,70,7,8
40000,Petrol,Individual,Manual,Second Owner,16,1373,93,7,7
30000,Petrol,Individual,Manual,Second Owner,18,1197,82,5,8
15000,Petrol,Individual,Manual,Second Owner,21,814,55,5,5
110000,Petrol,Individual,Manual,Second Owner,15,1341,83,5,15
70000,Petrol,Individual,Manual,Second Owner,19,796,46,5,13
80000,Petrol,Individual,Manual,First Owner,18,1199,82,5,7
110000,Petrol,Individual,Manual,First Owner,17,1193,88,5,7
70000,Diesel,Individual,Manual,Second Owner,19,1399,67,5,9
50000,Petrol,Individual,Manual,Second Owner,19,796,46,5,20
190000,Diesel,Individual,Manual,First Owner,12,2494,100,8,9
100000,Diesel,Individual,Manual,Second Owner,13,2523,63,7,12
60000,Petrol,Individual,Manual,First Owner,22,796,47,5,7
40000,Petrol,Individual,Manual,First Owner,20,998,67,5,7
90000,Diesel,Individual,Manual,Second Owner,19,1248,73,5,13
110000,Diesel,Individual,Manual,First Owner,14,2179,147,7,7
32000,Diesel,Dealer,Manual,First Owner,24,1248,88,5,5
30000,Diesel,Individual,Automatic,First Owner,11,2755,171,7,6
58000,Diesel,Individual,Manual,First Owner,19,1582,126,5,6
5000,Diesel,Individual,Manual,First Owner,24,1248,88,5,4
25000,Petrol,Individual,Manual,First Owner,18,1197,81,5,4
32000,Petrol,Individual,Manual,First Owner,18,1197,81,5,4
30000,Petrol,Individual,Manual,First Owner,18,1199,88,5,6
43000,Petrol,Dealer,Manual,First Owner,15,1497,117,7,5
60000,Petrol,Dealer,Manual,First Owner,17,1497,113,5,10
50000,Petrol,Individual,Automatic,First Owner,19,1198,76,5,7
14200,Petrol,Individual,Manual,First Owner,18,1196,86,5,4
10000,Petrol,Individual,Manual,First Owner,21,814,55,5,5
25000,Petrol,Individual,Manual,First Owner,22,799,53,5,4
19100,Petrol,Individual,Manual,First Owner,19,1194,94,5,4
25000,Petrol,Individual,Automatic,Fourth & Above Owner,20,1086,68,5,3
54000,Diesel,Dealer,Manual,First Owner,23,1498,98,5,8
35000,Diesel,Individual,Manual,First Owner,22,1461,84,5,4
20000,Petrol,Individual,Manual,Second Owner,18,1197,81,5,4
52000,Diesel,Individual,Manual,First Owner,23,1248,88,5,6
120000,Diesel,Individual,Manual,Second Owner,23,1396,90,5,11
50000,Diesel,Individual,Manual,First Owner,17,1956,170,5,5
120000,Diesel,Individual,Manual,Second Owner,20,1248,88,7,9
90000,Diesel,Individual,Manual,Second Owner,18,1248,90,5,12
120000,Petrol,Individual,Manual,Third Owner,18,998,67,5,18
101500,Diesel,Individual,Manual,Second Owner,21,1498,103,5,7
75000,Diesel,Individual,Automatic,First Owner,22,1582,126,5,9
100000,Diesel,Individual,Manual,First Owner,15,1997,120,7,6
55735,Diesel,Individual,Manual,Second Owner,19,1461,108,5,10
80000,Diesel,Individual,Manual,Second Owner,15,2179,140,7,8
50000,Petrol,Individual,Manual,Second Owner,24,796,47,5,6
70000,Diesel,Individual,Manual,Second Owner,20,1399,68,5,9
76000,Petrol,Individual,Manual,Fourth & Above Owner,20,1197,78,5,10
1500,Petrol,Individual,Manual,First Owner,21,1197,81,5,2
76000,Diesel,Individual,Manual,First Owner,15,2523,62,7,10
40000,Petrol,Individual,Manual,First Owner,20,998,67,5,7
60000,Petrol,Individual,Manual,Second Owner,21,814,55,5,7
170000,Diesel,Individual,Manual,Third Owner,12,2494,102,8,13
181491,Diesel,Dealer,Manual,First Owner,13,2477,175,7,9
53319,Diesel,Dealer,Manual,First Owner,25,936,56,5,6
40906,Diesel,Dealer,Manual,First Owner,21,1498,108,5,5
31711,Petrol,Dealer,Manual,Second Owner,17,1496,88,5,10
43755,Petrol,Dealer,Manual,Second Owner,21,814,55,5,10
66693,Petrol,Dealer,Manual,First Owner,25,799,53,5,6
59549,Petrol,Dealer,Manual,First Owner,19,998,67,5,12
94385,Diesel,Dealer,Manual,First Owner,12,2494,100,8,7
73730,Petrol,Dealer,Manual,First Owner,18,998,67,5,12
221889,Diesel,Dealer,Manual,First Owner,22,1582,126,5,11
116104,Diesel,Dealer,Manual,First Owner,25,1498,98,5,9
150546,Petrol,Dealer,Manual,First Owner,22,1197,81,5,7
148120,Diesel,Dealer,Manual,First Owner,14,2755,174,7,9
20000,Petrol,Individual,Manual,Second Owner,15,1499,110,5,7
30000,Petrol,Individual,Automatic,First Owner,18,1197,81,5,4
142000,Diesel,Individual,Manual,Third Owner,13,2179,138,7,11
20000,Diesel,Individual,Manual,First Owner,12,1948,68,10,11
120000,Diesel,Individual,Manual,Second Owner,18,1248,90,5,13
80000,Petrol,Individual,Manual,First Owner,19,1086,68,5,11
60000,Diesel,Individual,Manual,First Owner,19,1405,69,5,6
25000,Petrol,Individual,Manual,First Owner,23,999,67,5,6
50000,Diesel,Individual,Manual,Second Owner,13,2523,63,7,11
126000,Diesel,Individual,Manual,First Owner,18,1493,100,7,5
170000,Diesel,Individual,Manual,First Owner,26,1248,74,5,7
24000,Petrol,Individual,Manual,First Owner,22,796,47,5,9
100000,Diesel,Individual,Manual,Second Owner,24,1248,88,7,5
10000,Petrol,Individual,Manual,First Owner,24,1199,83,5,3
70000,Diesel,Individual,Manual,Second Owner,20,1399,68,5,10
40000,Petrol,Individual,Manual,First Owner,16,796,34,8,5
110000,Petrol,Individual,Manual,First Owner,18,998,67,5,11
80000,Petrol,Individual,Manual,Second Owner,19,1086,68,5,14
16500,Petrol,Individual,Manual,First Owner,17,1193,88,5,7
30000,Petrol,Individual,Manual,First Owner,23,998,67,5,5
80000,Diesel,Individual,Manual,First Owner,24,1248,88,7,5
50000,Diesel,Individual,Manual,Third Owner,14,2179,147,7,6
25000,Petrol,Individual,Manual,First Owner,23,998,67,5,6
20000,Diesel,Individual,Manual,First Owner,24,1186,73,5,3
60000,Petrol,Individual,Manual,First Owner,25,799,53,5,6
70000,Diesel,Individual,Manual,Second Owner,22,1248,74,5,11
50000,Diesel,Individual,Manual,Second Owner,15,2523,62,7,8
100000,Petrol,Individual,Automatic,Second Owner,9,2997,218,5,18
52000,Petrol,Individual,Manual,First Owner,23,998,67,5,7
80000,Diesel,Individual,Manual,First Owner,23,1248,74,5,8
50000,Petrol,Individual,Manual,First Owner,21,814,55,5,7
60000,Diesel,Individual,Manual,First Owner,15,2179,120,7,6
25000,Petrol,Individual,Manual,First Owner,23,998,67,5,3
50000,Diesel,Individual,Manual,Second Owner,24,1120,70,5,8
125000,Diesel,Individual,Manual,First Owner,22,1498,98,5,6
80000,Petrol,Individual,Manual,First Owner,20,998,67,5,6
70000,Diesel,Individual,Manual,First Owner,15,2523,63,9,5
90000,Diesel,Individual,Manual,Third Owner,23,1396,90,5,12
50000,Diesel,Individual,Manual,First Owner,22,1248,74,5,5
101000,Diesel,Individual,Manual,First Owner,16,2498,105,6,6
168000,Diesel,Individual,Manual,First Owner,14,2498,112,7,12
168000,Diesel,Individual,Manual,First Owner,14,2498,112,7,12
40000,Petrol,Individual,Manual,First Owner,18,998,67,5,11
28900,Petrol,Individual,Manual,Second Owner,0,1172,65,5,13
20000,Petrol,Individual,Manual,First Owner,18,998,67,5,10
9000,Diesel,Dealer,Automatic,First Owner,13,1999,177,5,5
20000,Petrol,Dealer,Automatic,First Owner,22,2487,214,5,3
45000,Diesel,Dealer,Automatic,First Owner,19,1999,177,5,5
110000,Diesel,Individual,Manual,First Owner,14,2179,147,7,7
20000,Diesel,Individual,Automatic,First Owner,18,1969,190,5,3
68089,Petrol,Trustmark Dealer,Automatic,First Owner,19,2494,157,5,6
58343,Petrol,Trustmark Dealer,Manual,First Owner,21,998,67,5,9
38817,Diesel,Dealer,Manual,First Owner,27,1248,74,5,4
56494,Petrol,Trustmark Dealer,Manual,First Owner,18,1199,88,5,6
79328,Diesel,Trustmark Dealer,Manual,Second Owner,12,2494,100,7,9
5621,Petrol,Trustmark Dealer,Automatic,First Owner,22,1197,81,5,3
25538,Petrol,Trustmark Dealer,Manual,First Owner,16,1496,88,5,5
69779,Petrol,Dealer,Automatic,First Owner,22,1197,81,5,4
56290,Diesel,Dealer,Manual,First Owner,24,1186,73,5,5
7500,Diesel,Dealer,Automatic,First Owner,16,1995,190,5,3
8500,Diesel,Dealer,Automatic,First Owner,16,1995,190,5,3
7032,Petrol,Trustmark Dealer,Automatic,First Owner,19,1199,88,5,3
11000,Petrol,Dealer,Automatic,First Owner,14,1598,103,5,6
2000,Diesel,Dealer,Automatic,First Owner,16,1984,150,5,4
165000,Diesel,Individual,Manual,First Owner,18,1493,100,7,7
98500,Petrol,Individual,Manual,Second Owner,19,998,66,5,10
98000,Petrol,Individual,Manual,Third Owner,20,1197,78,5,14
40000,Diesel,Individual,Manual,Second Owner,16,2498,105,6,8
90000,Diesel,Individual,Manual,First Owner,20,1248,92,5,9
90000,Petrol,Individual,Manual,Third Owner,19,796,46,5,10
110000,Diesel,Individual,Manual,Second Owner,17,1493,110,5,13
77800,Diesel,Individual,Manual,First Owner,25,1248,88,5,4
100000,Diesel,Individual,Manual,First Owner,18,1493,100,7,7
120000,Diesel,Individual,Manual,Second Owner,19,1405,71,5,10
80000,Petrol,Individual,Manual,Second Owner,19,1197,82,5,6
21000,Petrol,Individual,Manual,Second Owner,18,1198,82,6,4
100000,Petrol,Individual,Manual,Second Owner,19,1197,85,5,4
25000,Petrol,Individual,Manual,First Owner,21,1197,81,5,3
30000,Diesel,Individual,Manual,Third Owner,23,1498,98,5,3
25000,Petrol,Individual,Automatic,First Owner,17,1496,105,5,4
40000,Diesel,Individual,Automatic,First Owner,13,2143,204,5,6
160000,Diesel,Individual,Automatic,First Owner,11,2982,169,7,10
51492,Petrol,Individual,Manual,First Owner,18,1198,82,6,4
72000,Diesel,Individual,Manual,Second Owner,20,1598,103,5,11
60000,Petrol,Individual,Manual,First Owner,18,1196,86,5,6
136000,Diesel,Individual,Manual,Second Owner,15,2523,62,7,9
60000,Petrol,Individual,Manual,First Owner,17,1086,62,5,8
90000,Petrol,Individual,Manual,First Owner,17,1086,62,5,9
91000,Diesel,Individual,Manual,Fourth & Above Owner,22,1461,84,5,8
90000,Petrol,Individual,Manual,Fourth & Above Owner,17,1086,62,5,13
50000,Petrol,Individual,Manual,Second Owner,20,998,67,5,7
20000,Petrol,Individual,Manual,First Owner,19,1086,68,5,12
120000,Diesel,Individual,Manual,First Owner,14,2489,95,8,11
150000,Petrol,Individual,Manual,Second Owner,18,1061,67,5,13
52000,Diesel,Individual,Manual,First Owner,19,1405,69,5,7
167000,Diesel,Individual,Manual,Second Owner,13,2523,63,8,8
40000,Diesel,Individual,Manual,First Owner,28,1248,74,5,5
190000,Diesel,Individual,Manual,Second Owner,17,1248,75,5,12
50000,Petrol,Individual,Manual,First Owner,23,999,67,5,6
70000,Diesel,Individual,Manual,Second Owner,14,2498,112,7,11
80000,Petrol,Individual,Manual,Second Owner,18,998,67,5,10
120000,Diesel,Individual,Manual,First Owner,13,2523,63,8,14
40000,Diesel,Individual,Manual,Second Owner,18,1493,100,7,7
17000,Petrol,Individual,Manual,First Owner,21,814,55,5,7
180000,Petrol,Individual,Manual,Second Owner,19,998,67,5,12
50000,Petrol,Individual,Manual,First Owner,23,998,67,5,6
65000,Petrol,Individual,Manual,Second Owner,21,814,55,5,8
10000,Petrol,Individual,Manual,Third Owner,26,624,35,4,11
70000,Diesel,Individual,Manual,Second Owner,13,2523,63,8,13
90000,Diesel,Individual,Manual,Second Owner,13,2499,72,9,8
50000,Diesel,Individual,Manual,First Owner,22,1396,88,5,7
10000,Petrol,Individual,Manual,First Owner,18,1197,81,5,3
25000,Diesel,Individual,Manual,First Owner,18,1493,100,7,3
100000,Diesel,Individual,Manual,Second Owner,13,2179,115,5,11
70000,Petrol,Individual,Automatic,Second Owner,10,2354,152,5,15
30000,Petrol,Individual,Manual,First Owner,20,1198,67,5,5
40000,Petrol,Individual,Manual,First Owner,18,1198,82,6,6
135000,Diesel,Individual,Manual,First Owner,21,1396,88,5,10
35000,Petrol,Individual,Manual,First Owner,23,998,67,5,8
120000,Petrol,Individual,Manual,Second Owner,13,1495,94,5,18
120000,Diesel,Individual,Manual,First Owner,15,2523,62,7,10
190000,Diesel,Individual,Manual,Second Owner,19,1396,69,5,10
120000,Diesel,Individual,Manual,First Owner,15,2523,62,9,6
175000,Diesel,Individual,Manual,Third Owner,13,2523,63,7,11
175000,Diesel,Individual,Manual,Third Owner,15,2523,63,9,11
25000,Petrol,Individual,Manual,Second Owner,16,1498,97,5,11
80000,Diesel,Individual,Manual,First Owner,21,1248,88,5,9
70000,Diesel,Individual,Manual,Second Owner,24,1120,71,5,5
10000,Petrol,Individual,Manual,First Owner,20,1197,81,5,4
6000,Petrol,Individual,Manual,First Owner,19,1194,94,5,3
90000,Diesel,Individual,Manual,Second Owner,20,1598,103,5,9
110000,Diesel,Individual,Manual,Second Owner,15,2523,63,9,10
120000,Diesel,Individual,Manual,Third Owner,13,2523,63,9,15
50000,Diesel,Individual,Manual,First Owner,12,2494,100,7,8
20000,Petrol,Individual,Automatic,First Owner,18,1197,81,5,4
35000,Petrol,Individual,Manual,First Owner,23,999,67,5,5
60000,Diesel,Individual,Manual,Second Owner,20,1498,88,5,8
68000,Petrol,Individual,Manual,Fourth & Above Owner,18,1199,79,5,12
30000,Petrol,Individual,Manual,First Owner,20,1197,81,5,7
54000,Diesel,Individual,Manual,First Owner,16,2179,140,7,5
120000,Diesel,Individual,Manual,Third Owner,16,1405,68,5,16
30000,Petrol,Individual,Manual,First Owner,18,1197,81,5,4
50000,Diesel,Individual,Manual,First Owner,27,1047,69,5,5
6000,Petrol,Individual,Manual,First Owner,23,998,67,5,2
50000,Petrol,Individual,Manual,Second Owner,15,1196,73,7,11
90000,Diesel,Individual,Manual,Third Owner,12,2179,120,8,10
126000,Diesel,Individual,Manual,Third Owner,12,2494,102,8,14
90000,Diesel,Individual,Manual,First Owner,25,1396,69,5,9
80000,Petrol,Individual,Manual,First Owner,18,1196,86,5,5
70000,Diesel,Individual,Manual,Second Owner,10,2609,120,7,11
80000,Petrol,Individual,Manual,Second Owner,21,814,55,5,11
80000,Petrol,Individual,Manual,Second Owner,21,814,55,5,9
150000,Petrol,Individual,Manual,Second Owner,19,796,46,5,17
110000,Diesel,Individual,Manual,Fourth & Above Owner,17,1396,52,5,16
110000,Diesel,Individual,Manual,Second Owner,24,1248,88,5,6
80000,Diesel,Individual,Manual,Fourth & Above Owner,22,1199,73,5,12
20000,Petrol,Individual,Manual,First Owner,18,1197,81,5,3
120000,Diesel,Individual,Manual,First Owner,13,2489,95,8,11
120000,Diesel,Individual,Manual,First Owner,15,2523,63,9,6
80000,Diesel,Individual,Manual,Second Owner,20,1248,91,5,12
91500,Diesel,Individual,Manual,Second Owner,24,1120,70,5,7
120000,Diesel,Individual,Manual,Second Owner,19,1248,73,5,10
100000,Diesel,Individual,Manual,Second Owner,23,1396,90,5,10
120000,Diesel,Individual,Manual,Fourth & Above Owner,14,2498,112,8,10
80000,Petrol,Individual,Manual,First Owner,17,1198,86,5,5
90000,Diesel,Individual,Manual,First Owner,15,2523,75,7,7
70000,Petrol,Individual,Manual,First Owner,23,998,67,5,6
150000,Diesel,Individual,Manual,Fourth & Above Owner,13,2179,115,5,11
